,container,unix_time,cpu_util,cpu_sys,cpu_user,mem_util,mem_used,tcp_currestab,traffic_pkg_in,traffic_pkg_out,traffic_byte_in,traffic_byte_out,y
548,container18,1650000000000.0,49.92,26.97,13.53,52.67,43.46,11875.0,168015.0,167579.0,1689041.0,1654897.0,1
549,container18,1650000000000.0,43.47,23.49,11.78,49.52,40.86,12606.0,168871.0,168445.0,1696563.0,1662137.0,2
550,container18,1650000000000.0,45.35,24.5,12.29,40.34,33.28,12776.0,169837.0,169423.0,1711448.0,1676463.0,0
551,container18,1650000000000.0,45.61,24.65,12.36,54.05,44.59,12787.0,171328.0,170932.0,1710045.0,1675113.0,1
552,container18,1650000000000.0,28.0,15.13,7.59,44.47,36.69,11564.0,171510.0,171116.0,1720748.0,1685414.0,0
553,container18,1650000000000.0,44.86,24.24,12.16,53.99,44.55,12655.0,172162.0,171776.0,1724098.0,1688638.0,0
554,container18,1650000000000.0,21.28,11.5,5.77,43.11,35.57,11843.0,171805.0,171415.0,1736513.0,1700587.0,0
555,container18,1650000000000.0,60.35,32.61,16.36,34.99,28.87,11970.0,173494.0,173124.0,1744362.0,1708141.0,0
556,container18,1650000000000.0,41.06,22.18,11.13,30.21,24.92,11467.0,173232.0,172859.0,1750803.0,1714340.0,2
557,container18,1650000000000.0,38.78,20.96,10.51,50.8,41.92,12029.0,43528.0,41596.0,597464.0,604314.0,49
558,container19,1649970000000.0,26.76,13.17,7.88,17.77,14.5,12695.0,161940.0,153111.0,1747079.0,1748251.0,0
559,container19,1649970000000.0,26.76,13.17,7.88,26.39,21.53,12967.0,161115.0,152319.0,1730893.0,1732242.0,0
560,container19,1649970000000.0,26.76,13.17,7.88,18.63,15.19,12171.0,160120.0,151363.0,1738316.0,1739584.0,1
561,container19,1649970000000.0,26.76,13.17,7.88,21.52,17.56,12786.0,159684.0,150944.0,1720760.0,1722220.0,1
562,container19,1649970000000.0,26.76,13.17,7.88,19.58,15.97,12487.0,159471.0,150740.0,1706145.0,1707765.0,0
563,container19,1649970000000.0,26.76,13.17,7.88,19.29,15.73,12136.0,158446.0,149756.0,1703433.0,1705082.0,0
564,container19,1649970000000.0,26.76,13.17,7.88,7.87,6.42,12872.0,157665.0,149006.0,1700467.0,1702149.0,0
565,container19,1649980000000.0,26.76,13.17,7.88,20.6,16.8,12310.0,156310.0,147704.0,1687950.0,1689769.0,0
566,container19,1649980000000.0,26.76,13.17,7.88,18.09,14.76,12513.0,155594.0,147017.0,1683167.0,1685038.0,2
567,container19,1649980000000.0,26.76,13.17,7.88,25.22,20.57,12271.0,155118.0,146560.0,1670419.0,1672429.0,0
568,container19,1649980000000.0,26.76,13.17,7.88,9.79,7.98,12241.0,154892.0,146343.0,1664044.0,1666124.0,0
569,container19,1649980000000.0,26.76,13.17,7.88,26.99,22.02,12337.0,154285.0,145760.0,1660524.0,1662643.0,0
570,container19,1649980000000.0,26.76,13.17,7.88,19.73,16.1,12941.0,153175.0,144694.0,1653733.0,1655926.0,0
571,container19,1649980000000.0,26.76,13.17,7.88,25.44,20.76,12198.0,152232.0,143788.0,1643341.0,1645647.0,0
572,container19,1649980000000.0,26.76,13.17,7.88,20.22,16.49,12334.0,152287.0,143841.0,1640583.0,1642920.0,0
573,container19,1649980000000.0,26.76,13.17,7.88,12.01,9.8,12960.0,151048.0,142651.0,1638267.0,1640629.0,0
574,container19,1649980000000.0,26.76,13.17,7.88,29.04,23.69,12852.0,151373.0,142964.0,1626400.0,1628892.0,0
575,container19,1649980000000.0,26.76,13.17,7.88,31.1,25.37,12755.0,149305.0,140978.0,1613003.0,1615641.0,2
576,container19,1649980000000.0,26.76,13.17,7.88,25.71,20.97,12030.0,149098.0,140779.0,1610194.0,1612863.0,0
577,container19,1649980000000.0,26.76,13.17,7.88,6.78,5.53,13045.0,147764.0,139498.0,1592676.0,1595537.0,2
578,container19,1649980000000.0,26.76,13.17,7.88,22.1,18.03,12358.0,147789.0,139522.0,1586601.0,1589528.0,0
579,container19,1649980000000.0,26.76,13.17,7.88,18.16,14.81,12341.0,147261.0,139015.0,1576393.0,1579432.0,0
580,container19,1649980000000.0,26.76,13.17,7.88,17.46,14.24,12628.0,146577.0,138358.0,1571866.0,1574954.0,1
581,container19,1649980000000.0,26.76,13.17,7.88,21.5,17.54,11584.0,145683.0,137500.0,1570583.0,1573685.0,0
582,container19,1649980000000.0,26.76,13.17,7.88,25.98,21.19,13587.0,145335.0,137165.0,1560710.0,1563920.0,0
583,container19,1649980000000.0,26.76,13.17,7.88,8.57,6.99,13001.0,143289.0,135201.0,1545578.0,1548954.0,2
584,container19,1649980000000.0,26.76,13.17,7.88,18.7,15.26,12358.0,143369.0,135278.0,1543297.0,1546698.0,1
585,container19,1649980000000.0,26.76,13.17,7.88,0.37,0.3,11678.0,143277.0,135189.0,1536086.0,1539565.0,2
586,container19,1649980000000.0,26.76,13.17,7.88,37.54,30.62,13223.0,142586.0,134526.0,1529163.0,1532718.0,0
587,container19,1649980000000.0,26.76,13.17,7.88,36.06,29.42,13841.0,141235.0,133228.0,1527112.0,1530690.0,0
588,container19,1649980000000.0,2.04,1.0,0.6,2.05,1.67,11869.0,560098.0,535450.0,5303703.0,5265980.0,49
589,container20,1649980000000.0,44.15,22.2,11.48,67.04,55.67,9131.0,191454.48,196287.0,1767821.33,1615185.0,0
590,container20,1649980000000.0,48.16,24.22,12.52,46.88,38.93,9533.0,190631.93,195447.0,1761379.06,1609293.0,0
591,container20,1649980000000.0,45.97,23.12,11.96,57.73,47.94,8752.0,191648.39,196485.0,1763392.09,1611134.0,0
592,container20,1649980000000.0,59.34,29.84,15.43,55.94,46.46,8970.0,191921.34,196764.0,1765857.77,1613389.0,2
593,container20,1649980000000.0,53.13,26.72,13.82,55.24,45.88,9710.0,192452.43,197306.0,1756041.29,1604411.0,1
594,container20,1649980000000.0,48.03,24.15,12.49,68.27,56.7,10313.0,191232.15,196060.0,1768980.37,1616245.0,0
595,container20,1649980000000.0,46.78,23.52,12.17,59.34,49.28,10469.0,191382.39,196213.0,1762165.36,1610012.0,0
596,container20,1649980000000.0,31.69,15.94,8.24,43.35,36.0,9718.0,191775.85,196615.0,1762453.21,1610275.0,1
597,container20,1649980000000.0,42.97,21.61,11.18,53.71,44.6,10078.0,191418.21,196250.0,1766880.8,1614324.0,0
598,container20,1649980000000.0,47.14,23.7,12.26,62.21,51.66,9449.0,191286.23,196115.0,1768380.41,1615696.0,1
599,container20,1649980000000.0,34.48,17.34,8.97,56.98,47.32,11125.0,191538.64,196373.0,1762671.06,1610474.0,2
600,container20,1649980000000.0,52.31,26.3,13.6,40.73,33.83,10175.0,191510.48,196344.0,1771267.27,1618336.0,0
601,container20,1649980000000.0,39.88,20.05,10.37,63.97,53.13,9191.0,191694.19,196532.0,1758265.42,1606445.0,1
602,container20,1649980000000.0,38.72,19.47,10.07,51.74,42.97,8674.0,190982.17,195804.0,1764448.57,1612100.0,0
603,container20,1649980000000.0,33.55,16.87,8.72,49.36,40.99,10640.0,191352.94,196183.0,1768813.69,1616092.0,0
604,container20,1649980000000.0,52.94,26.62,13.77,44.16,36.67,9431.0,191711.25,196549.0,1768036.07,1615381.0,0
605,container20,1649980000000.0,31.65,15.92,8.23,60.99,50.65,9249.0,191696.49,196534.0,1768134.05,1615471.0,2
606,container20,1649980000000.0,28.33,14.25,7.37,37.7,31.31,9818.0,192093.33,196940.0,1763638.66,1611359.0,0
607,container20,1649980000000.0,33.89,17.04,8.81,59.35,49.29,9767.0,191802.87,196643.0,1765590.36,1613144.0,0
608,container20,1649980000000.0,49.86,25.07,12.97,56.37,46.82,8499.0,191272.81,196101.0,1765531.58,1613090.0,0
609,container20,1649980000000.0,41.84,21.04,10.88,38.17,31.7,9832.0,191733.01,196572.0,1774773.88,1621543.0,0
610,container20,1649980000000.0,56.6,28.46,14.72,54.66,45.4,9571.0,191474.2,196307.0,1758880.42,1607008.0,0
611,container20,1649980000000.0,61.14,30.74,15.9,31.8,26.41,9800.0,191171.94,195998.0,1764780.67,1612404.0,0
612,container20,1649980000000.0,51.62,25.96,13.42,42.56,35.35,9291.0,190998.75,195821.0,1765433.81,1613001.0,0
613,container20,1649980000000.0,25.49,12.82,6.63,33.54,27.85,10199.0,191352.26,196183.0,1762469.23,1610290.0,0
614,container20,1649980000000.0,54.09,27.2,14.07,57.95,48.12,10088.0,191628.28,196465.0,1764884.95,1612499.0,0
615,container20,1649980000000.0,49.95,25.12,12.99,47.96,39.83,10281.0,191664.06,196501.0,1766772.68,1614226.0,0
616,container20,1649980000000.0,48.19,24.23,12.53,38.96,32.36,10562.0,192141.04,196988.0,1769694.91,1616898.0,0
617,container20,1649980000000.0,50.81,25.55,13.21,56.22,46.69,9426.0,190997.56,195820.0,1761587.26,1609483.0,0
618,container20,1649980000000.0,45.12,22.69,11.73,60.27,50.05,10215.0,191827.79,196668.0,1767583.93,1614967.0,0
619,container20,1649980000000.0,63.25,31.8,16.45,49.92,41.46,2084.0,191360.41,196191.0,1774298.64,1621109.0,20
620,container21,1649980000000.0,35.17,19.14,10.49,39.51,34.64,12323.0,174030.0,161506.0,1887570.0,1838926.0,0
621,container21,1649980000000.0,40.04,21.79,11.94,46.31,40.6,12894.0,175321.0,162706.0,1895162.0,1846427.0,0
622,container21,1649980000000.0,28.85,15.7,8.6,46.81,41.04,13979.0,175717.0,163075.0,1904258.0,1855414.0,0
623,container21,1649980000000.0,59.24,32.23,17.66,46.02,40.35,13528.0,176600.0,163896.0,1906786.0,1857911.0,1
624,container21,1649980000000.0,48.73,26.51,14.53,33.23,29.13,13933.0,177545.0,164775.0,1914427.0,1865460.0,0
625,container21,1649980000000.0,47.01,25.58,14.02,37.55,32.92,12990.0,177169.0,164425.0,1919896.0,1870864.0,1
626,container21,1649980000000.0,23.24,12.64,6.93,56.36,49.41,13493.0,179202.0,166316.0,1940050.0,1890776.0,1
627,container21,1649980000000.0,53.97,29.36,16.09,46.9,41.11,13786.0,178858.0,165996.0,1935539.0,1886319.0,0
628,container21,1649980000000.0,32.51,17.69,9.69,54.01,47.35,13052.0,179872.0,166939.0,1946864.0,1897508.0,0
629,container21,1649980000000.0,39.24,21.35,11.7,40.62,35.62,13438.0,181414.0,168373.0,1945558.0,1896217.0,0
630,container21,1649980000000.0,45.9,24.97,13.68,42.21,37.01,13742.0,181184.0,168159.0,1960213.0,1910696.0,1
631,container21,1649980000000.0,36.37,19.79,10.84,53.19,46.63,12967.0,182408.0,169298.0,1973093.0,1923422.0,0
632,container21,1649980000000.0,26.06,14.18,7.77,43.75,38.36,13061.0,182095.0,169006.0,1981139.0,1931371.0,0
633,container21,1649980000000.0,47.67,25.94,14.21,41.24,36.15,13324.0,183290.0,170118.0,1984197.0,1934392.0,0
634,container21,1649980000000.0,49.77,27.08,14.84,36.57,32.06,13475.0,183673.0,170474.0,1994226.0,1944301.0,1
635,container21,1649980000000.0,50.61,27.54,15.09,57.68,50.57,13728.0,184877.0,171594.0,2000427.0,1950427.0,0
636,container21,1649980000000.0,50.91,27.7,15.18,56.01,49.11,13155.0,185028.0,171734.0,2010325.0,1960206.0,0
637,container21,1649980000000.0,34.04,18.52,10.15,41.14,36.07,13393.0,186420.0,173029.0,2010453.0,1960333.0,0
638,container21,1649980000000.0,37.85,20.6,11.29,31.64,27.74,12874.0,186643.0,173236.0,2012759.0,1962611.0,0
639,container21,1649980000000.0,49.22,26.78,14.68,47.49,41.64,13232.0,187673.0,174194.0,2026403.0,1976091.0,2
640,container21,1649980000000.0,37.38,20.34,11.14,42.15,36.96,14347.0,188619.0,175074.0,2038262.0,1987808.0,0
641,container21,1649980000000.0,41.57,22.62,12.4,65.52,57.45,13038.0,189084.0,175506.0,2035954.0,1985527.0,0
642,container21,1649980000000.0,45.44,24.73,13.55,38.81,34.03,12437.0,189699.0,176078.0,2045843.0,1995298.0,1
643,container21,1649980000000.0,32.31,17.58,9.63,45.81,40.17,12835.0,190340.0,176674.0,2053531.0,2002893.0,0
644,container21,1649980000000.0,37.11,20.19,11.07,33.86,29.69,12593.0,191392.0,177653.0,2061516.0,2010782.0,2
645,container21,1649980000000.0,53.73,29.24,16.02,63.56,55.72,12675.0,191255.0,177525.0,2067656.0,2016848.0,0
646,container21,1649980000000.0,33.92,18.46,10.11,46.32,40.61,13676.0,192290.0,178488.0,2076022.0,2025114.0,0
647,container21,1649980000000.0,36.93,20.1,11.01,50.28,44.08,12765.0,192832.0,178992.0,2098025.0,2046853.0,0
648,container21,1649980000000.0,60.05,32.67,17.9,45.43,39.83,14285.0,193932.0,180015.0,2098148.0,2046974.0,1
649,container21,1649980000000.0,68.08,37.04,20.3,36.92,32.37,12987.0,235699.0,218859.0,2490392.0,2434506.0,1
650,container21,1649980000000.0,30.36,16.52,9.05,43.87,38.46,13278.0,88056.0,81548.0,1161429.0,1121509.0,24
651,container22,1649980000000.0,23.72,11.13,6.9,51.12,41.64,7920.0,155635.0,162258.0,1402936.0,1434891.0,0
652,container22,1649980000000.0,40.79,19.14,11.87,51.06,41.58,9543.0,156452.0,163083.0,1398315.0,1430141.0,0
653,container22,1649980000000.0,52.57,24.67,15.3,42.5,34.61,8264.0,157013.0,163650.0,1413444.0,1445692.0,0
654,container22,1649980000000.0,41.89,19.65,12.19,39.62,32.27,9164.0,157638.0,164282.0,1418767.0,1451163.0,0
655,container22,1649980000000.0,48.55,22.78,14.13,47.86,38.98,7975.0,157896.0,164543.0,1415875.0,1448191.0,0
656,container22,1649980000000.0,61.31,28.77,17.85,51.62,42.04,8987.0,159376.0,166039.0,1422187.0,1454679.0,0
657,container22,1649980000000.0,59.05,27.71,17.19,40.65,33.1,7413.0,159443.0,166106.0,1443433.0,1476517.0,0
658,container22,1649980000000.0,34.58,16.22,10.06,39.47,32.14,7804.0,160067.0,166737.0,1447291.0,1480483.0,1
659,container22,1649980000000.0,41.66,19.55,12.13,35.51,28.92,8577.0,160879.0,167558.0,1454652.0,1488049.0,2
660,container22,1649980000000.0,46.56,21.85,13.55,58.94,48.0,7576.0,161505.0,168191.0,1461941.0,1495541.0,0
661,container22,1649980000000.0,53.98,25.33,15.71,39.54,32.2,7833.0,162575.0,169272.0,1468078.0,1501850.0,0
662,container22,1649980000000.0,57.77,27.11,16.81,44.03,35.86,8474.0,163019.0,169721.0,1471108.0,1504964.0,0
663,container22,1649980000000.0,39.76,18.66,11.57,41.2,33.55,7410.0,163779.0,170489.0,1483277.0,1517473.0,0
664,container22,1649980000000.0,48.01,22.53,13.97,31.56,25.7,8019.0,164283.0,170998.0,1479524.0,1513615.0,1
665,container22,1649980000000.0,36.26,17.02,10.56,56.34,45.88,9065.0,165098.0,171822.0,1496205.0,1530761.0,1
666,container22,1649980000000.0,30.16,14.15,8.78,42.38,34.52,8870.0,165548.0,172277.0,1505616.0,1540435.0,0
667,container22,1649980000000.0,49.71,23.33,14.47,40.44,32.94,9033.0,165759.0,172490.0,1501736.0,1536446.0,2
668,container22,1649980000000.0,55.92,26.24,16.28,49.21,40.08,7880.0,167355.0,174103.0,1512977.0,1548001.0,0
669,container22,1649980000000.0,46.11,21.64,13.42,52.67,42.9,8326.0,168031.0,174786.0,1522444.0,1557732.0,0
670,container22,1649980000000.0,35.08,16.46,10.21,36.63,29.84,8501.0,168124.0,174880.0,1529871.0,1565366.0,0
671,container22,1649980000000.0,39.71,18.63,11.56,41.21,33.56,8090.0,169703.0,176476.0,1527824.0,1563262.0,0
672,container22,1649980000000.0,43.01,20.18,12.52,47.32,38.54,8954.0,170139.0,176917.0,1545598.0,1581532.0,2
673,container22,1649980000000.0,43.12,20.24,12.55,31.32,25.51,9099.0,171021.0,177808.0,1558727.0,1595027.0,0
674,container22,1649980000000.0,54.03,25.35,15.73,46.55,37.91,7861.0,171125.0,177914.0,1558796.0,1595098.0,1
675,container22,1649980000000.0,40.79,19.14,11.87,61.18,49.83,9215.0,173032.0,179841.0,1562593.0,1599001.0,1
676,container22,1649980000000.0,62.06,29.12,18.06,30.83,25.11,9292.0,172981.0,179789.0,1575391.0,1612156.0,1
677,container22,1649980000000.0,39.05,18.32,11.37,38.57,31.41,8761.0,173858.0,180676.0,1575800.0,1612576.0,0
678,container22,1649980000000.0,34.29,16.09,9.98,24.13,19.65,7788.0,173904.0,180722.0,1585521.0,1622568.0,1
679,container22,1649980000000.0,60.01,28.16,17.47,36.76,29.94,8777.0,174644.0,181470.0,1594295.0,1631587.0,1
680,container22,1649980000000.0,59.55,27.94,17.33,64.83,52.8,7894.0,174785.0,181613.0,1602653.0,1640178.0,0
681,container22,1649980000000.0,50.88,23.87,14.81,36.14,29.43,8456.0,70352.0,76062.0,321199.0,322983.0,20
682,container23,1649980000000.0,34.57,18.0,10.85,53.29,45.1,7652.0,187729.0,191447.0,1923742.0,1735472.0,0
683,container23,1649980000000.0,20.71,10.79,6.5,57.01,48.25,7241.0,188654.0,192367.0,1928015.0,1739321.0,2
684,container23,1649980000000.0,58.96,30.7,18.51,32.57,27.56,8149.0,189099.0,192809.0,1935356.0,1745933.0,0
685,container23,1649980000000.0,44.25,23.04,13.89,44.25,37.45,8199.0,189649.0,193357.0,1947630.0,1756987.0,0
686,container23,1649980000000.0,59.78,31.13,18.77,37.8,31.99,7429.0,191432.0,195130.0,1940741.0,1750783.0,1
687,container23,1649980000000.0,54.23,28.24,17.03,55.53,47.0,7346.0,191015.0,194715.0,1949689.0,1758842.0,0
688,container23,1649980000000.0,28.38,14.78,8.91,52.42,44.37,7234.0,191471.0,195169.0,1958677.0,1766937.0,0
689,container23,1649980000000.0,49.22,25.63,15.45,55.29,46.79,7569.0,191804.0,195500.0,1976769.0,1783231.0,0
690,container23,1649980000000.0,58.99,30.72,18.52,48.94,41.42,8147.0,193480.0,197167.0,1985977.0,1791525.0,0
691,container23,1649980000000.0,39.34,20.48,12.35,39.41,33.36,7969.0,194255.0,197938.0,1987077.0,1792515.0,2
692,container23,1649980000000.0,28.65,14.92,9.0,53.14,44.98,8081.0,195048.0,198727.0,2002108.0,1806053.0,0
693,container23,1649980000000.0,29.51,15.37,9.26,51.76,43.81,7946.0,195403.0,199080.0,2009055.0,1812310.0,0
694,container23,1649980000000.0,27.88,14.52,8.75,59.47,50.33,6945.0,196579.0,200250.0,2008430.0,1811747.0,1
695,container23,1649980000000.0,41.69,21.71,13.09,36.5,30.89,8375.0,196309.0,199982.0,2015226.0,1817868.0,0
696,container23,1649980000000.0,52.39,27.28,16.45,57.03,48.26,8016.0,197541.0,201207.0,2022361.0,1824294.0,1
697,container23,1649980000000.0,53.18,27.69,16.7,41.33,34.97,7722.0,198807.0,202466.0,2040913.0,1841003.0,0
698,container23,1649980000000.0,52.77,27.48,16.57,53.28,45.09,8491.0,198758.0,202418.0,2040526.0,1840655.0,0
699,container23,1649980000000.0,41.22,21.47,12.94,40.24,34.05,7592.0,199445.0,203101.0,2045907.0,1845501.0,0
700,container23,1649980000000.0,41.58,21.65,13.05,27.67,23.42,8028.0,200164.0,203816.0,2051238.0,1850303.0,0
701,container23,1649980000000.0,50.29,26.19,15.79,61.02,51.64,7839.0,200610.0,204260.0,2067332.0,1864798.0,1
702,container23,1649980000000.0,51.83,26.99,16.27,62.89,53.23,9130.0,201942.0,205585.0,2067475.0,1864927.0,0
703,container23,1649980000000.0,44.92,23.39,14.1,52.18,44.16,6535.0,203063.0,206700.0,2086582.0,1882135.0,0
704,container23,1649980000000.0,48.99,25.51,15.38,45.73,38.7,7579.0,203785.0,207418.0,2093744.0,1888586.0,0
705,container23,1649980000000.0,57.14,29.76,17.94,54.85,46.42,7351.0,204248.0,207879.0,2101795.0,1895837.0,0
706,container23,1649980000000.0,59.02,30.73,18.53,62.03,52.5,8158.0,204252.0,207883.0,2102548.0,1896515.0,0
707,container23,1649980000000.0,29.69,15.46,9.32,56.08,47.46,8000.0,205526.0,209150.0,2105475.0,1899152.0,0
708,container23,1649980000000.0,52.77,27.48,16.57,42.01,35.56,8216.0,205932.0,209554.0,2119114.0,1911436.0,1
709,container23,1649980000000.0,23.36,12.16,7.33,38.51,32.59,8464.0,206358.0,209978.0,2127759.0,1919222.0,1
710,container23,1649980000000.0,49.19,25.62,15.44,46.43,39.3,7329.0,207646.0,211259.0,2131923.0,1922972.0,0
711,container23,1649980000000.0,41.48,21.6,13.02,32.6,27.59,7961.0,208365.0,211974.0,2145143.0,1934879.0,0
712,container23,1649980000000.0,33.31,17.35,10.46,44.11,37.33,8445.0,71145.0,75477.0,859013.0,776515.0,20
713,container24,1649980000000.0,25.3,12.79,7.64,16.11,13.14,9191.0,168786.71,164603.0,1751448.83,1704471.0,0
714,container24,1649980000000.0,25.8,13.04,7.79,19.73,16.1,9308.0,169406.17,165206.0,1753356.88,1706289.0,0
715,container24,1649980000000.0,26.3,13.3,7.95,14.74,12.02,9068.0,168393.69,164220.0,1747352.61,1700570.0,0
716,container24,1649980000000.0,26.8,13.55,8.1,15.54,12.68,9186.0,169647.87,165441.0,1748840.95,1701988.0,0
717,container24,1649980000000.0,27.3,13.8,8.25,28.99,23.66,9202.0,169453.47,165252.0,1746564.23,1699819.0,0
718,container24,1649980000000.0,27.8,14.05,8.4,24.33,19.86,9599.0,169697.17,165489.0,1751260.74,1704292.0,0
719,container24,1649980000000.0,28.3,14.31,8.55,36.51,29.79,9674.0,169481.42,165279.0,1757774.68,1710496.0,0
720,container24,1649980000000.0,28.8,14.56,8.7,29.62,24.17,9878.0,169835.08,165624.0,1752116.92,1705108.0,0
721,container24,1649980000000.0,29.3,14.81,8.85,29.78,24.3,9032.0,169350.29,165152.0,1748052.64,1701237.0,0
722,container24,1649980000000.0,29.8,15.07,9.0,33.32,27.19,10017.0,169075.71,164884.0,1754410.15,1707292.0,0
723,container24,1649980000000.0,30.3,15.32,9.15,23.49,19.17,9902.0,169091.64,164900.0,1754167.11,1707060.0,0
724,container24,1649980000000.0,30.8,15.57,9.3,21.4,17.46,8859.0,169474.21,165272.0,1750160.26,1703244.0,1
725,container24,1649980000000.0,31.3,15.82,9.46,27.05,22.07,9547.0,169298.52,165101.0,1748078.9,1701262.0,0
726,container24,1649980000000.0,31.8,16.08,9.61,32.52,26.54,10323.0,169308.52,165111.0,1753681.74,1706598.0,0
727,container24,1649980000000.0,32.3,16.33,9.76,19.49,15.9,9977.0,169810.24,165599.0,1751022.07,1704065.0,0
728,container24,1649980000000.0,32.8,16.58,9.91,33.27,27.15,9434.0,168896.3,164710.0,1758780.02,1711454.0,0
729,container24,1649980000000.0,26.56,13.43,8.02,31.23,25.48,7840.0,168531.37,164354.0,1747248.27,1700471.0,0
730,container24,1649980000000.0,33.8,17.09,10.21,30.95,25.26,9712.0,170040.3,165823.0,1746915.4,1700154.0,0
731,container24,1649980000000.0,34.3,17.34,10.36,29.26,23.88,9253.0,168672.85,164492.0,1747624.13,1700829.0,0
732,container24,1649980000000.0,34.8,17.59,10.51,27.51,22.45,9208.0,169300.42,165103.0,1748271.02,1701445.0,0
733,container24,1649980000000.0,35.3,17.85,10.66,47.86,39.05,8839.0,169316.22,165118.0,1746610.17,1699863.0,0
734,container24,1649980000000.0,35.8,18.1,10.82,34.51,28.16,9029.0,169323.18,165125.0,1744001.32,1697379.0,0
735,container24,1649980000000.0,36.3,18.35,10.97,28.19,23.01,10166.0,168819.18,164634.0,1753532.49,1706456.0,1
736,container24,1649980000000.0,36.8,18.6,11.12,40.39,32.96,9442.0,169686.29,165479.0,1747935.63,1701126.0,2
737,container24,1649980000000.0,37.3,18.86,11.27,27.65,22.56,9163.0,169098.39,164906.0,1748431.81,1701598.0,0
738,container24,1649980000000.0,37.8,19.11,11.42,37.35,30.48,9461.0,168937.5,164750.0,1749238.18,1702366.0,2
739,container24,1649980000000.0,38.3,19.36,11.57,34.87,28.46,9529.0,169560.82,165357.0,1748580.39,1701740.0,0
740,container24,1649980000000.0,38.8,19.62,11.72,40.2,32.81,9964.0,169354.48,165156.0,1751477.83,1704499.0,0
741,container24,1649980000000.0,39.3,19.87,11.87,35.87,29.27,9247.0,168868.54,164683.0,1755470.52,1708302.0,0
742,container24,1649980000000.0,39.8,20.12,12.02,28.46,23.22,9383.0,169409.78,165209.0,1752437.77,1705413.0,0
743,container24,1649980000000.0,1.04,0.53,0.32,0.02,0.02,4410.0,168615.19,164436.0,1749803.29,1702904.0,38
744,container25,1649970000000.0,26.34,12.8,7.44,13.8,11.35,8990.0,184472.0,176317.0,1884074.0,2050075.0,1
745,container25,1649970000000.0,26.84,13.04,7.58,27.58,22.7,8820.0,185986.0,177787.0,1888418.0,2054742.0,0
746,container25,1649970000000.0,27.34,13.29,7.72,35.89,29.53,10961.0,186648.0,178430.0,1891884.0,2058465.0,0
747,container25,1649970000000.0,27.84,13.53,7.86,7.89,6.5,9411.0,186367.0,178157.0,1894542.0,2061320.0,0
748,container25,1649970000000.0,28.34,13.77,8.0,36.46,30.0,10653.0,187041.0,178811.0,1911728.0,2079781.0,0
749,container25,1649970000000.0,28.84,14.01,8.14,32.35,26.62,9034.0,187472.0,179230.0,1906258.0,2073905.0,0
750,container25,1649970000000.0,29.34,14.26,8.28,28.39,23.36,9031.0,188945.0,180660.0,1924035.0,2093001.0,0
751,container25,1649970000000.0,29.84,14.5,8.42,6.5,5.35,8864.0,190320.0,181996.0,1926762.0,2095930.0,1
752,container25,1649970000000.0,30.34,14.74,8.56,29.0,23.87,10492.0,190462.0,182134.0,1932045.0,2101605.0,0
753,container25,1649970000000.0,30.84,14.99,8.71,32.64,26.86,10058.0,191026.0,182681.0,1946211.0,2116822.0,0
754,container25,1649970000000.0,31.34,15.23,8.85,9.74,8.01,9724.0,191411.0,183055.0,1951054.0,2122025.0,0
755,container25,1649970000000.0,31.84,15.47,8.99,24.67,20.3,8704.0,192119.0,183743.0,1949831.0,2120711.0,0
756,container25,1649970000000.0,32.34,15.72,9.13,30.17,24.82,10474.0,191977.0,183605.0,1957202.0,2128629.0,0
757,container25,1649970000000.0,32.84,15.96,9.27,11.48,9.45,9469.0,193537.0,185120.0,1965067.0,2137077.0,0
758,container25,1649970000000.0,33.34,16.2,9.41,25.55,21.02,9811.0,194159.0,185724.0,1970933.0,2143378.0,0
759,container25,1649970000000.0,33.84,16.44,9.55,33.78,27.8,10121.0,194448.0,186005.0,1979809.0,2152913.0,0
760,container25,1649970000000.0,34.34,16.69,9.69,36.91,30.37,9743.0,195975.0,187487.0,1990279.0,2164160.0,0
761,container25,1649970000000.0,34.84,16.93,9.83,20.27,16.68,10498.0,196650.0,188143.0,1988600.0,2162356.0,0
762,container25,1649970000000.0,35.34,17.17,9.98,24.94,20.52,10198.0,197215.0,188692.0,2008837.0,2184094.0,0
763,container25,1649980000000.0,35.84,17.42,10.12,15.46,12.72,9460.0,198320.0,189765.0,2008474.0,2183705.0,2
764,container25,1649980000000.0,36.34,17.66,10.26,38.84,31.96,9963.0,198565.0,190003.0,2016903.0,2192759.0,0
765,container25,1649980000000.0,36.84,17.9,10.4,34.95,28.76,9833.0,199200.0,190619.0,2022375.0,2198637.0,0
766,container25,1649980000000.0,37.34,18.14,10.54,31.41,25.84,9987.0,199610.0,191017.0,2023881.0,2200255.0,0
767,container25,1649980000000.0,37.84,18.39,10.68,10.38,8.54,9807.0,200313.0,191700.0,2034485.0,2211645.0,0
768,container25,1649980000000.0,38.34,18.63,10.82,21.39,17.6,9132.0,201334.0,192692.0,2045240.0,2223198.0,0
769,container25,1649980000000.0,38.84,18.87,10.96,22.72,18.7,9899.0,201571.0,192922.0,2046896.0,2224977.0,0
770,container25,1649980000000.0,39.34,19.12,11.1,29.04,23.9,9905.0,202528.0,193851.0,2055248.0,2233949.0,0
771,container25,1649980000000.0,39.84,19.36,11.25,30.5,25.1,9768.0,203403.0,194701.0,2055837.0,2234581.0,0
